journal	category
MATERIALS TESTING	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
MECHANICS OF ADVANCED MATERIALS AND STRUCTURES	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
MECHANICS OF TIME-DEPENDENT MATERIALS	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
NANOSCALE AND MICROSCALE THERMOPHYSICAL ENGINEERING	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
NDT & E INTERNATIONAL	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
NONDESTRUCTIVE TESTING AND EVALUATION	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
PHYSICAL MESOMECHANICS	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
POLYMER TESTING	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
POLYMERS & POLYMER COMPOSITES	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
POWDER DIFFRACTION	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
RESEARCH IN NONDESTRUCTIVE EVALUATION	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
RUSSIAN JOURNAL OF NONDESTRUCTIVE TESTING	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
STRAIN	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
STRENGTH OF MATERIALS	MATERIALS SCIENCE, CHARACTERIZATION & TESTING
APPLIED SURFACE SCIENCE	MATERIALS SCIENCE, COATINGS & FILMS
COATINGS	MATERIALS SCIENCE, COATINGS & FILMS
COLLOID AND INTERFACE SCIENCE COMMUNICATIONS	MATERIALS SCIENCE, COATINGS & FILMS
CORROSION REVIEWS	MATERIALS SCIENCE, COATINGS & FILMS
INTERNATIONAL JOURNAL OF SURFACE SCIENCE AND ENGINEERING	MATERIALS SCIENCE, COATINGS & FILMS
JCT COATINGSTECH	MATERIALS SCIENCE, COATINGS & FILMS
JOURNAL OF COATINGS TECHNOLOGY AND RESEARCH	MATERIALS SCIENCE, COATINGS & FILMS
JOURNAL OF PLASTIC FILM & SHEETING	MATERIALS SCIENCE, COATINGS & FILMS
JOURNAL OF THE ELECTROCHEMICAL SOCIETY	MATERIALS SCIENCE, COATINGS & FILMS
JOURNAL OF THERMAL SPRAY TECHNOLOGY	MATERIALS SCIENCE, COATINGS & FILMS
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A	MATERIALS SCIENCE, COATINGS & FILMS
PIGMENT & RESIN TECHNOLOGY	MATERIALS SCIENCE, COATINGS & FILMS
PROGRESS IN ORGANIC COATINGS	MATERIALS SCIENCE, COATINGS & FILMS
SURFACE & COATINGS TECHNOLOGY	MATERIALS SCIENCE, COATINGS & FILMS
SURFACE COATINGS INTERNATIONAL	MATERIALS SCIENCE, COATINGS & FILMS
SURFACE ENGINEERING	MATERIALS SCIENCE, COATINGS & FILMS
SURFACE INNOVATIONS	MATERIALS SCIENCE, COATINGS & FILMS
THIN SOLID FILMS	MATERIALS SCIENCE, COATINGS & FILMS
TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING	MATERIALS SCIENCE, COATINGS & FILMS
ADVANCED COMPOSITE MATERIALS	MATERIALS SCIENCE, COMPOSITES
ADVANCED COMPOSITES LETTERS	MATERIALS SCIENCE, COMPOSITES
APPLIED COMPOSITE MATERIALS	MATERIALS SCIENCE, COMPOSITES
BETON- UND STAHLBETONBAU	MATERIALS SCIENCE, COMPOSITES
CEMENT & CONCRETE COMPOSITES	MATERIALS SCIENCE, COMPOSITES
CEMENT WAPNO BETON	MATERIALS SCIENCE, COMPOSITES
COMPOSITE INTERFACES	MATERIALS SCIENCE, COMPOSITES
COMPOSITE STRUCTURES	MATERIALS SCIENCE, COMPOSITES
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING	MATERIALS SCIENCE, COMPOSITES
COMPOSITES PART B-ENGINEERING	MATERIALS SCIENCE, COMPOSITES
COMPOSITES SCIENCE AND TECHNOLOGY	MATERIALS SCIENCE, COMPOSITES
JOURNAL OF COMPOSITE MATERIALS	MATERIALS SCIENCE, COMPOSITES
JOURNAL OF COMPOSITES FOR CONSTRUCTION	MATERIALS SCIENCE, COMPOSITES
JOURNAL OF REINFORCED PLASTICS AND COMPOSITES	MATERIALS SCIENCE, COMPOSITES
JOURNAL OF RENEWABLE MATERIALS	MATERIALS SCIENCE, COMPOSITES
JOURNAL OF SANDWICH STRUCTURES & MATERIALS	MATERIALS SCIENCE, COMPOSITES
JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS	MATERIALS SCIENCE, COMPOSITES
MECHANICS OF ADVANCED MATERIALS AND STRUCTURES	MATERIALS SCIENCE, COMPOSITES
MECHANICS OF COMPOSITE MATERIALS	MATERIALS SCIENCE, COMPOSITES
PLASTICS RUBBER AND COMPOSITES	MATERIALS SCIENCE, COMPOSITES
POLYMER COMPOSITES	MATERIALS SCIENCE, COMPOSITES
POLYMERS & POLYMER COMPOSITES	MATERIALS SCIENCE, COMPOSITES
PROGRESS IN RUBBER PLASTICS AND RECYCLING TECHNOLOGY	MATERIALS SCIENCE, COMPOSITES
SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS	MATERIALS SCIENCE, COMPOSITES
STEEL AND COMPOSITE STRUCTURES	MATERIALS SCIENCE, COMPOSITES
2D MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
3D PRINTING AND ADDITIVE MANUFACTURING	MATERIALS SCIENCE, MULTIDISCIPLINARY
ACI MATERIALS JOURNAL	MATERIALS SCIENCE, MULTIDISCIPLINARY
ACI STRUCTURAL JOURNAL	MATERIALS SCIENCE, MULTIDISCIPLINARY
ACS APPLIED MATERIALS & INTERFACES	MATERIALS SCIENCE, MULTIDISCIPLINARY
ACS ENERGY LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
ACS NANO	MATERIALS SCIENCE, MULTIDISCIPLINARY
ACS PHOTONICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
ACTA MATERIALIA	MATERIALS SCIENCE, MULTIDISCIPLINARY
ACTA MECHANICA SOLIDA SINICA	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED ELECTRONIC MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED ENERGY MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED ENGINEERING MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED FUNCTIONAL MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED MATERIALS & PROCESSES	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED MATERIALS INTERFACES	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED MATERIALS TECHNOLOGIES	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED OPTICAL MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCED SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCES IN CEMENT RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCES IN CONCRETE CONSTRUCTION	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCES IN MATERIALS SCIENCE AND ENGINEERING	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCES IN NANO RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
ADVANCES IN PRODUCTION ENGINEERING & MANAGEMENT	MATERIALS SCIENCE, MULTIDISCIPLINARY
AIP ADVANCES	MATERIALS SCIENCE, MULTIDISCIPLINARY
ANNUAL REVIEW OF MATERIALS RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
APL MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
APPLIED CLAY SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING	MATERIALS SCIENCE, MULTIDISCIPLINARY
APPLIED SCIENCES-BASEL	MATERIALS SCIENCE, MULTIDISCIPLINARY
ARCHIVES OF CIVIL AND MECHANICAL ENGINEERING	MATERIALS SCIENCE, MULTIDISCIPLINARY
ATOMIZATION AND SPRAYS	MATERIALS SCIENCE, MULTIDISCIPLINARY
BEILSTEIN JOURNAL OF NANOTECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
BULLETIN OF MATERIALS SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY	MATERIALS SCIENCE, MULTIDISCIPLINARY
CARBON	MATERIALS SCIENCE, MULTIDISCIPLINARY
CARBON LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
CEMENT AND CONCRETE RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
CHALCOGENIDE LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
CHEMISTRY OF MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
CHEMNANOMAT	MATERIALS SCIENCE, MULTIDISCIPLINARY
CIRCUIT WORLD	MATERIALS SCIENCE, MULTIDISCIPLINARY
CMC-COMPUTERS MATERIALS & CONTINUA	MATERIALS SCIENCE, MULTIDISCIPLINARY
COMBUSTION EXPLOSION AND SHOCK WAVES	MATERIALS SCIENCE, MULTIDISCIPLINARY
COMPUTATIONAL MATERIALS SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
CONSTRUCTION AND BUILDING MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
CORROSION	MATERIALS SCIENCE, MULTIDISCIPLINARY
CORROSION ENGINEERING SCIENCE AND TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
CORROSION SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES	MATERIALS SCIENCE, MULTIDISCIPLINARY
CRYSTAL GROWTH & DESIGN	MATERIALS SCIENCE, MULTIDISCIPLINARY
CRYSTALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
CURRENT APPLIED PHYSICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
CURRENT NANOSCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
DIAMOND AND RELATED MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
DIGEST JOURNAL OF NANOMATERIALS AND BIOSTRUCTURES	MATERIALS SCIENCE, MULTIDISCIPLINARY
ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
ELECTRONIC MATERIALS LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
EMERGING MATERIALS RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
EUROPEAN PHYSICAL JOURNAL E	MATERIALS SCIENCE, MULTIDISCIPLINARY
EXPERIMENTAL MECHANICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES	MATERIALS SCIENCE, MULTIDISCIPLINARY
FERROELECTRICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
FIBRE CHEMISTRY	MATERIALS SCIENCE, MULTIDISCIPLINARY
FIRE AND MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
FIRE SAFETY JOURNAL	MATERIALS SCIENCE, MULTIDISCIPLINARY
FIRE TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
FRONTIERS IN MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
FRONTIERS OF MATERIALS SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES	MATERIALS SCIENCE, MULTIDISCIPLINARY
FUNCTIONAL MATERIALS LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
GEOSYNTHETICS INTERNATIONAL	MATERIALS SCIENCE, MULTIDISCIPLINARY
GOLD BULLETIN	MATERIALS SCIENCE, MULTIDISCIPLINARY
GRANULAR MATTER	MATERIALS SCIENCE, MULTIDISCIPLINARY
GREEN MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
HERITAGE SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
HIGH TEMPERATURE MATERIALS AND PROCESSES	MATERIALS SCIENCE, MULTIDISCIPLINARY
IEEE JOURNAL OF PHOTOVOLTAICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
IEEE TRANSACTIONS ON COMPONENTS PACKAGING AND MANUFACTURING TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
IEEE TRANSACTIONS ON NANOTECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
IMAGE ANALYSIS & STEREOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES	MATERIALS SCIENCE, MULTIDISCIPLINARY
INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MAT ERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
INORGANIC MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERMETALLICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF CONCRETE STRUCTURES AND MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF DAMAGE MECHANICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF FATIGUE	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF FRACTURE	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF MATERIAL FORMING	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF MECHANICS AND MATERIALS IN DESIGN	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF MINERALS METALLURGY AND MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF NANOTECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF PLASTICITY	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF REFRACTORY METALS & HARD MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL JOURNAL OF SURFACE SCIENCE AND ENGINEERING	MATERIALS SCIENCE, MULTIDISCIPLINARY
INTERNATIONAL MATERIALS REVIEWS	MATERIALS SCIENCE, MULTIDISCIPLINARY
IUCRJ	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOM	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF ADHESION	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF ADHESION SCIENCE AND TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF ADVANCED CONCRETE TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF ALLOYS AND COMPOUNDS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF CRYSTAL GROWTH	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF CULTURAL HERITAGE	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF ELASTICITY	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF ELASTOMERS AND PLASTICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF ELECTRONIC MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF ENERGETIC MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF EXPERIMENTAL NANOSCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF FIRE SCIENCES	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF FRICTION AND WEAR	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF LASER APPLICATIONS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF LASER MICRO NANOENGINEERING	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MAGNETICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS CHEMISTRY A	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS CHEMISTRY C	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS EDUCATION	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS IN CIVIL ENGINEERING	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS RESEARCH AND TECHNOLOGY-JMR&T	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MECHANICS OF MATERIALS AND STRUCTURES	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MICRO-NANOLITHOGRAPHY MEMS AND MOEMS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF MICROWAVE POWER AND ELECTROMAGNETIC ENERGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF NANO RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF NANOMATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF NANOPARTICLE RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF NON-CRYSTALLINE SOLIDS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF NUCLEAR MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF OVONIC RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF PHOTONICS FOR ENERGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF PHYSICAL CHEMISTRY C	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF PHYSICAL CHEMISTRY LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF POROUS MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF POWER SOURCES	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF SUPERHARD MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY	MATERIALS SCIENCE, MULTIDISCIPLINARY
JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION	MATERIALS SCIENCE, MULTIDISCIPLINARY
KONA POWDER AND PARTICLE JOURNAL	MATERIALS SCIENCE, MULTIDISCIPLINARY
KOREAN JOURNAL OF METALS AND MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
KOVOVE MATERIALY-METALLIC MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
LANGMUIR	MATERIALS SCIENCE, MULTIDISCIPLINARY
LASERS IN ENGINEERING	MATERIALS SCIENCE, MULTIDISCIPLINARY
LIQUID CRYSTALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
LIQUID CRYSTALS REVIEWS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MACHINING SCIENCE AND TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
MACROMOLECULAR MATERIALS AND ENGINEERING	MATERIALS SCIENCE, MULTIDISCIPLINARY
MAGAZINE OF CONCRETE RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIA-RIO DE JANEIRO	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALE PLASTICE	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALES DE CONSTRUCCION	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALI IN TEHNOLOGIJE	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS & DESIGN	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS AND MANUFACTURING PROCESSES	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS AND STRUCTURES	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS AT HIGH TEMPERATURES	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS CHARACTERIZATION	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS CHEMISTRY AND PHYSICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS EXPRESS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS HORIZONS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS RESEARCH BULLETIN	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS RESEARCH EXPRESS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS RESEARCH LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS RESEARCH-IBERO-AMERICAN JOURNAL OF MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS SCIENCE & ENGINEERING R-REPORTS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROST RUCTURE AND PROCESSING	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIA LS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS SCIENCE AND TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS SCIENCE-MEDZIAGOTYRA	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS SCIENCE-POLAND	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS TODAY	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALS TRANSACTIONS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK	MATERIALS SCIENCE, MULTIDISCIPLINARY
MATHEMATICS AND MECHANICS OF SOLIDS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MECHANICS OF ADVANCED MATERIALS AND STRUCTURES	MATERIALS SCIENCE, MULTIDISCIPLINARY
MECHANICS OF MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIAL S SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY
METALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
METALS AND MATERIALS INTERNATIONAL	MATERIALS SCIENCE, MULTIDISCIPLINARY
MICRO & NANO LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MICROELECTRONICS INTERNATIONAL	MATERIALS SCIENCE, MULTIDISCIPLINARY
MICROPOROUS AND MESOPOROUS MATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MICROSCOPY AND MICROANALYSIS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROC ESSING SYSTEMS	MATERIALS SCIENCE, MULTIDISCIPLINARY
MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING	MATERIALS SCIENCE, MULTIDISCIPLINARY
MRS BULLETIN	MATERIALS SCIENCE, MULTIDISCIPLINARY
MRS COMMUNICATIONS	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANO	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANO ENERGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANO LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANO RESEARCH	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANO TODAY	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANO-MICRO LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANOMATERIALS	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANOMATERIALS AND NANOTECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANOPHOTONICS	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANOSCALE	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANOSCALE HORIZONS	MATERIALS SCIENCE, MULTIDISCIPLINARY
NANOSCALE RESEARCH LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY
